Well No,District,Tahsil / Taluk,Village,Latitude_decimal,Longitude_decimal,Latitude,Longitude,Date_standardized,Year,Month,Season,TDS,NO2+NO3,Ca,Mg,Na,K,Cl,SO4,CO3,HCO3,F,pH_GEN,EC_GEN,ALK-TOT,HAR_Total,SAR,HAR_Ca,RSC,Na%,TDS_Class,pH_Class,Total_Cations,Total_Anions,Ionic_Balance_Error
HP2CBE31,Tirupur,Madathukulam,Kallapuram,10.441667,77.306944,"10°26'30""","77°18'25""",2008-07-12,2008,7,Monsoon,927.0,20.0,116.0,53.46,113.0,31.0,206.0,96.0,0.0,445.3,1.3,7.7,1530.0,365.0,510.0,2.177769,290.0,0.0,30.92076,Brackish,Neutral,313.46000000000004,747.3,40.8989780911799
HP2CBE31,Tirupur,Madathukulam,Kallapuram,10.441667,77.306944,"10°26'30""","77°18'25""",2009-01-29,2009,1,Winter,756.0,23.709,44.0,30.0,32.0,20.0,35.0,14.0,0.0,232.0,0.38,8.0,660.0,190.0,235.0,0.9114425,110.0,0.0,21.19277,Brackish,Neutral,126.0,281.0,38.08353808353808
HP2CBE31,Tirupur,Madathukulam,Kallapuram,10.441667,77.306944,"10°26'30""","77°18'25""",2009-07-13,2009,7,Monsoon,303.0,3.0,42.0,18.225,25.0,39.0,14.0,10.0,8.46979,226.331,1.1,8.6,500.0,235.0,180.0,0.8110125,105.0,0.3964749,19.14291,Fresh,Alkaline,124.225,258.80079,35.134916111001296
HP2CBE31,Tirupur,Madathukulam,Kallapuram,10.441667,77.306944,"10°26'30""","77°18'25""",2010-01-07,2010,1,Winter,416.0,2.0,60.0,51.03,12.0,23.0,50.0,24.0,8.799968,296.0419,1.0,8.5,720.0,305.0,360.0,0.275228,150.0,0.0,6.286017,Fresh,Neutral,146.03,378.841868,44.35594326804347
HP2CBE31,Tirupur,Madathukulam,Kallapuram,10.441667,77.306944,"10°26'30""","77°18'25""",2010-07-17,2010,7,Monsoon,393.0,6.0,50.0,24.3,12.0,78.0,35.0,38.0,3.956352,210.9439,1.1,8.3,650.0,215.0,225.0,0.3481798,125.0,0.0,7.444185,Fresh,Neutral,164.3,287.90025199999997,27.333078974047094
HP2CBE31,Tirupur,Madathukulam,Kallapuram,10.441667,77.306944,"10°26'30""","77°18'25""",2011-01-13,2011,1,Winter,512.0,1.0,70.0,81.891,69.0,25.0,57.0,44.0,12.0,402.6,0.23,8.4,930.0,350.0,512.0,1.326933,175.0,0.0,21.63477,Brackish,Neutral,245.89100000000002,515.6,35.418540731275876
HP2CBE31,Tirupur,Madathukulam,Kallapuram,10.441667,77.306944,"10°26'30""","77°18'25""",2011-07-04,2011,7,Monsoon,54.0,0.1,8.0,3.645,6.0,2.0,7.0,1.0,0.3720329,39.57797,0.05,8.0,100.0,40.0,35.0,0.4414044,20.0,0.0,25.80645,Fresh,Neutral,19.645,47.9500029,41.87440148774667
HP2CBE31,Tirupur,Madathukulam,Kallapuram,10.441667,77.306944,"10°26'30""","77°18'25""",2012-01-09,2012,1,Winter,75.0,0.05,10.0,4.86,12.0,1.0,14.0,1.0,0.4651575,49.48484,0.18,8.0,140.0,50.0,45.0,0.7785537,25.0,0.0,36.08466,Fresh,Neutral,27.86,64.9499975,39.963364399401044
HP2CBE31,Tirupur,Madathukulam,Kallapuram,10.441667,77.306944,"10°26'30""","77°18'25""",2012-07-17,2012,7,Monsoon,82.0,0.0,8.0,5.0,14.0,5.0,7.0,1.0,0.0,79.0,0.38,8.2,150.0,65.0,40.0,0.9564962,20.0,0.0,39.35087,Fresh,Neutral,32.0,87.0,46.21848739495798
HP2CBE31,Tirupur,Madathukulam,Kallapuram,10.441667,77.306944,"10°26'30""","77°18'25""",2013-01-04,2013,1,Winter,428.0,10.0,14.0,22.0,104.0,17.0,57.0,26.0,30.0,226.0,1.74,8.6,740.0,235.0,125.0,4.038898,35.0,2.195433,60.57874,Fresh,Alkaline,157.0,339.0,36.693548387096776
HP2CBE31,Tirupur,Madathukulam,Kallapuram,10.441667,77.306944,"10°26'30""","77°18'25""",2013-07-05,2013,7,Monsoon,1970.0,33.0,96.0,156.0,345.0,72.0,638.0,204.0,0.0,622.0,1.16,8.1,3450.0,510.0,880.0,5.054757,240.0,0.0,43.52792,Saline,Neutral,669.0,1464.0,37.27144866385373
HP2CBE31,Tirupur,Madathukulam,Kallapuram,10.441667,77.306944,"10°26'30""","77°18'25""",2014-01-21,2014,1,Winter,72.0,0.0,8.0,5.0,12.0,1.0,14.0,10.0,0.0,43.0,0.01,8.1,130.0,35.0,40.0,0.8198539,20.0,0.0,38.43031,Fresh,Neutral,26.0,67.0,44.086021505376344
HP2E24A,Tirupur,Dharapuram,Kalli Valasu,10.631944,77.436111,"10°37'55""","77°26'10""",2014-07-04,2014,7,Monsoon,430.0,0.0,32.0,38.0,67.0,2.0,35.0,152.0,12.0,183.0,0.6,8.3,750.0,170.0,235.0,1.896289,80.0,0.0,37.90078,Fresh,Neutral,139.0,382.0,46.64107485604607
HP2E24A,Tirupur,Dharapuram,Kalli Valasu,10.631944,77.436111,"10°37'55""","77°26'10""",2015-01-07,2015,1,Winter,810.0,18.0,76.0,100.0,53.0,3.0,149.0,178.0,0.0,342.0,1.1,8.0,1430.0,280.0,600.0,0.9403194,190.0,0.0,16.00546,Brackish,Neutral,232.0,669.0,48.50166481687015
HP2E24A,Tirupur,Dharapuram,Kalli Valasu,,,,,2015-07-03,2015,7,Monsoon,484.0,2.0,6.0,6.0,184.0,6.0,43.0,45.0,18.0,336.0,1.26,8.8,810.0,305.0,40.0,12.7092,15.0,5.314318,89.42348,Fresh,Alkaline,202.0,442.0,37.267080745341616
HP2E09,Tirupur,Kankayam,Kambliyampatti,10.897222,77.608333,"10°53'50""","77°36'30""",2001-07-29,2001,7,Monsoon,676.2,2.0,24.0,27.6,170.0,23.0,106.0,110.0,54.0,285.1,1.96,8.6,1120.0,340.0,175.0,5.614812,60.0,3.004296,64.57189,Brackish,Alkaline,244.6,555.1,38.82706014755533
HP2E09,Tirupur,Kankayam,Kambliyampatti,10.897222,77.608333,"10°53'50""","77°36'30""",2002-07-11,2002,7,Monsoon,1046.0,6.0,60.0,60.75,230.0,31.0,340.0,96.0,0.0,402.6,0.56,7.7,1820.0,330.0,400.0,5.00432,150.0,0.0,53.24173,Brackish,Neutral,381.75,838.6,37.435981480722745
HP2E09,Tirupur,Kankayam,Kambliyampatti,10.897222,77.608333,"10°53'50""","77°36'30""",2003-07-23,2003,7,Monsoon,1424.0,4.0,84.0,97.2,283.0,32.0,560.0,168.0,48.0,268.4,0.91,8.2,2620.0,300.0,610.0,4.98606,210.0,0.0,48.61953,Brackish,Neutral,496.2,1044.4,35.58353888095547
HP2E09,Tirupur,Kankayam,Kambliyampatti,10.897222,77.608333,"10°53'50""","77°36'30""",2004-07-10,2004,7,Monsoon,1342.0,0.05,56.0,48.6,414.0,7.0,525.0,17.0,72.0,402.6,0.8,8.7,2310.0,450.0,340.0,9.770609,140.0,2.205268,72.08705,Brackish,Alkaline,525.6,1016.6,31.837634548048243
HP2E09,Tirupur,Kankayam,Kambliyampatti,10.897222,77.608333,"10°53'50""","77°36'30""",2005-01-10,2005,1,Winter,1685.0,60.0,76.0,225.99,129.0,58.0,496.0,154.0,0.0,561.2,0.915,7.8,2910.0,460.0,1120.0,1.677075,190.0,0.0,19.03155,Saline,Neutral,488.99,1211.2,42.478193613654945
HP2E09,Tirupur,Kankayam,Kambliyampatti,10.897222,77.608333,"10°53'50""","77°36'30""",2005-07-20,2005,7,Monsoon,1265.0,13.0,52.0,75.33,292.0,26.0,397.0,125.0,42.0,396.5,1.22,7.9,2040.0,395.0,440.0,6.057236,130.0,0.0,57.31609,Brackish,Neutral,445.33,960.5,36.64525582751827
HP2E09,Tirupur,Kankayam,Kambliyampatti,10.897222,77.608333,"10°53'50""","77°36'30""",2006-01-03,2006,1,Winter,257.0,4.0,32.0,18.225,30.0,11.0,25.0,23.0,0.6150878,164.365,0.915,7.6,440.0,165.0,155.0,1.048708,80.0,0.0,27.86562,Fresh,Neutral,91.225,212.9800878,40.02401428606219
HP2E09,Tirupur,Kankayam,Kambliyampatti,10.897222,77.608333,"10°53'50""","77°36'30""",2006-07-25,2006,7,Monsoon,961.0,8.0,32.0,70.47,184.0,32.0,312.0,182.0,0.0,225.7,1.4,7.0,1680.0,185.0,370.0,4.162036,80.0,0.0,49.35049,Brackish,Neutral,318.47,719.7,38.64781297860659
HP2E09,Tirupur,Kankayam,Kambliyampatti,10.897222,77.608333,"10°53'50""","77°36'30""",2007-01-04,2007,1,Winter,542.0,13.0,10.0,32.805,110.0,47.0,99.0,48.0,0.0,274.5,0.8,8.2,860.0,225.0,160.0,3.783551,25.0,1.300914,52.09103,Brackish,Neutral,199.805,421.5,35.6821528878731
HP2E09,Tirupur,Kankayam,Kambliyampatti,10.897222,77.608333,"10°53'50""","77°36'30""",2007-07-13,2007,7,Monsoon,1077.0,39.0,40.0,97.2,163.0,43.0,262.0,144.0,0.0,311.1,0.9,8.0,1720.0,255.0,500.0,3.171652,100.0,0.0,38.9899,Brackish,Neutral,343.2,717.1,35.26360464019618
HP2E09,Tirupur,Kankayam,Kambliyampatti,10.897222,77.608333,"10°53'50""","77°36'30""",2008-01-08,2008,1,Winter,406.0,17.0,22.0,51.03,18.0,37.0,106.0,20.0,1.461202,123.4759,1.0,8.1,700.0,125.0,265.0,0.4810999,55.0,0.0,11.14316,Fresh,Neutral,128.03,250.93710199999998,32.43212968918869
HP2E09,Tirupur,Kankayam,Kambliyampatti,10.897222,77.608333,"10°53'50""","77°36'30""",2008-07-02,2008,7,Monsoon,824.0,26.0,42.0,92.34,92.0,14.0,266.0,96.0,0.0,213.5,1.46,7.8,1390.0,175.0,485.0,1.817632,105.0,0.0,28.47367,Brackish,Neutral,240.34,575.5,41.081584624436154
HP2E09,Tirupur,Kankayam,Kambliyampatti,10.897222,77.608333,"10°53'50""","77°36'30""",2009-01-05,2009,1,Winter,2384.0,67.9658,56.0,112.0,230.0,5.0,333.0,168.0,0.0,293.0,0.9,7.0,2010.0,240.0,600.0,4.08244,140.0,0.0,45.18059,Saline,Neutral,403.0,794.0,32.66499582289056
HP2E09,Tirupur,Kankayam,Kambliyampatti,10.897222,77.608333,"10°53'50""","77°36'30""",2009-07-13,2009,7,Monsoon,912.0,25.0,60.0,80.19,129.0,34.0,177.0,109.0,18.0,390.4,0.92,8.4,1490.0,350.0,480.0,2.562084,150.0,0.0,34.90901,Brackish,Neutral,303.19,694.4,39.215509377600014
HP2E09,Tirupur,Kankayam,Kambliyampatti,10.897222,77.608333,"10°53'50""","77°36'30""",2010-01-07,2010,1,Winter,713.0,24.0,42.0,57.105,101.0,35.0,121.0,96.0,0.0,311.1,1.08,8.2,1200.0,255.0,340.0,2.383443,105.0,0.0,36.3575,Brackish,Neutral,235.105,528.1,38.39007868135036
HP2E09,Tirupur,Kankayam,Kambliyampatti,10.897222,77.608333,"10°53'50""","77°36'30""",2010-07-20,2010,7,Monsoon,1369.0,273.0,60.0,133.65,184.0,55.0,305.0,111.0,0.0,494.1,0.73,8.1,2250.0,405.0,700.0,3.025917,150.0,0.0,34.19983,Brackish,Neutral,432.65,910.1,35.55762427853287
HP2E09,Tirupur,Kankayam,Kambliyampatti,10.897222,77.608333,"10°53'50""","77°36'30""",2011-01-12,2011,1,Winter,1073.0,50.0,44.0,68.04,156.0,86.0,206.0,165.0,30.0,189.1,0.79,8.4,1600.0,205.0,390.0,3.437205,110.0,0.0,40.43902,Brackish,Neutral,354.04,590.1,25.00264791238587
HP2E09,Tirupur,Kankayam,Kambliyampatti,10.897222,77.608333,"10°53'50""","77°36'30""",2011-07-13,2011,7,Monsoon,1271.0,61.0,44.0,102.06,216.0,34.0,340.0,153.0,30.0,158.6,0.97,8.5,2060.0,180.0,530.0,4.082268,110.0,0.0,45.04239,Brackish,Neutral,396.06,681.6,26.496297533544904
HP2E09,Tirupur,Kankayam,Kambliyampatti,10.897222,77.608333,"10°53'50""","77°36'30""",2012-01-07,2012,1,Winter,428.0,2.0,28.0,58.32,37.0,13.0,124.0,48.0,4.149174,175.7252,1.54,8.4,780.0,180.0,310.0,0.9143518,70.0,0.0,19.77584,Fresh,Neutral,136.32,351.874374,44.153391657069776
HP2E09,Tirupur,Kankayam,Kambliyampatti,10.897222,77.608333,"10°53'50""","77°36'30""",2012-07-12,2012,7,Monsoon,709.0,1.0,22.0,71.0,83.0,90.0,124.0,87.0,24.0,403.0,0.66,8.4,1240.0,370.0,345.0,1.938062,55.0,0.0,28.09019,Brackish,Neutral,266.0,638.0,41.150442477876105
HP2E11,Tirupur,Kangeyam,Kanjeerapalayam,11.045833,77.604167,"11°02'45""","77°36'15""",2001-07-29,2001,7,Monsoon,367.0,7.0,28.0,19.2,70.0,6.0,67.0,36.0,30.0,154.5,1.08,8.7,620.0,185.0,150.0,2.495565,70.0,0.5551878,49.30453,Fresh,Alkaline,123.2,287.5,40.00486973459947
HP2E11,Tirupur,Kangeyam,Kanjeerapalayam,11.045833,77.604167,"11°02'45""","77°36'15""",2002-07-11,2002,7,Monsoon,2139.0,32.0,168.0,174.96,276.0,18.0,638.0,634.0,0.0,176.9,0.62,7.8,3570.0,145.0,1140.0,3.557144,420.0,0.0,34.06074,Saline,Neutral,636.96,1448.9,38.92591065555694
HP2E11,Tirupur,Kangeyam,Kanjeerapalayam,11.045833,77.604167,"11°02'45""","77°36'15""",2003-07-22,2003,7,Monsoon,734.0,3.0,96.0,123.93,7.0,29.0,202.0,10.0,0.0,506.3,0.33,7.5,1600.0,415.0,750.0,0.111223,240.0,0.0,1.898864,Brackish,Neutral,255.93,718.3,47.46004536916333
HP2E11,Tirupur,Kangeyam,Kanjeerapalayam,11.045833,77.604167,"11°02'45""","77°36'15""",2004-07-20,2004,7,Monsoon,1646.0,26.0,104.0,7.29,495.0,10.0,695.0,134.0,0.0,170.8,1.4,7.8,2690.0,140.0,290.0,12.6545,260.0,0.0,78.07678,Saline,Neutral,616.29,999.8,23.730732818098
HP2E11,Tirupur,Kangeyam,Kanjeerapalayam,11.045833,77.604167,"11°02'45""","77°36'15""",2005-01-10,2005,1,Winter,683.0,62.0,32.0,49.815,133.0,17.0,32.0,13.0,0.0,262.3,1.35,8.2,830.0,215.0,285.0,3.428008,80.0,0.0,48.54923,Brackish,Neutral,231.815,307.3,14.00165085371396
HP2E11,Tirupur,Kangeyam,Kanjeerapalayam,11.045833,77.604167,"11°02'45""","77°36'15""",2005-07-20,2005,7,Monsoon,1114.0,12.0,46.0,64.395,242.0,26.0,390.0,125.0,0.0,335.5,1.57,7.9,2060.0,275.0,380.0,5.401871,115.0,0.0,56.03342,Brackish,Neutral,378.395,850.5,38.41703318835214
HP2E11,Tirupur,Kangeyam,Kanjeerapalayam,11.045833,77.604167,"11°02'45""","77°36'15""",2006-01-03,2006,1,Winter,260.0,3.0,40.0,19.44,30.0,11.0,32.0,17.0,0.5964466,159.3837,1.35,7.6,460.0,160.0,180.0,0.9731921,100.0,0.0,25.1812,Fresh,Neutral,100.44,208.9801466,35.078564790519046
HP2E11,Tirupur,Kangeyam,Kanjeerapalayam,11.045833,77.604167,"11°02'45""","77°36'15""",2006-07-25,2006,7,Monsoon,850.0,20.0,46.0,61.965,152.0,38.0,121.0,144.0,0.0,396.5,1.9,7.7,1490.0,325.0,370.0,3.438479,115.0,0.0,44.14189,Brackish,Neutral,297.96500000000003,661.5,37.88934458265804
HP2E11,Tirupur,Kangeyam,Kanjeerapalayam,11.045833,77.604167,"11°02'45""","77°36'15""",2007-01-04,2007,1,Winter,960.0,61.0,20.0,117.855,99.0,27.0,220.0,120.0,0.0,170.8,1.1,7.8,1460.0,140.0,535.0,1.862096,50.0,0.0,27.44074,Brackish,Neutral,263.855,510.8,31.87806184688668
HP2E11,Tirupur,Kangeyam,Kanjeerapalayam,11.045833,77.604167,"11°02'45""","77°36'15""",2007-07-12,2007,7,Monsoon,745.0,28.0,28.0,86.265,74.0,33.0,128.0,144.0,0.0,256.2,1.2,8.2,1150.0,210.0,425.0,1.561735,70.0,0.0,25.63013,Brackish,Neutral,221.265,528.2,40.9538804347101
HP2E11,Tirupur,Kangeyam,Kanjeerapalayam,11.045833,77.604167,"11°02'45""","77°36'15""",2008-01-07,2008,1,Winter,661.0,25.0,34.0,82.62,64.0,25.0,113.0,48.0,0.0,366.0,1.3,8.0,1080.0,300.0,425.0,1.35073,85.0,0.0,23.35707,Brackish,Neutral,205.62,527.0,43.867216292211516
HP2E11,Tirupur,Kangeyam,Kanjeerapalayam,11.045833,77.604167,"11°02'45""","77°36'15""",2008-07-01,2008,7,Monsoon,918.0,22.0,48.0,111.78,110.0,16.0,191.0,72.0,0.0,542.9,1.7,7.9,1600.0,445.0,580.0,1.987303,120.0,0.0,28.50173,Brackish,Neutral,285.78,805.9,47.64399824124286
HP2E11,Tirupur,Kangeyam,Kanjeerapalayam,11.045833,77.604167,"11°02'45""","77°36'15""",2009-01-02,2009,1,Winter,2179.0,66.611,84.0,126.0,106.0,27.0,269.0,72.0,0.0,378.0,1.8,7.4,1810.0,310.0,730.0,1.708838,210.0,0.0,23.21437,Saline,Neutral,343.0,719.0,35.40489642184557
HP2E11,Tirupur,Kangeyam,Kanjeerapalayam,11.045833,77.604167,"11°02'45""","77°36'15""",2009-07-10,2009,7,Monsoon,1207.0,87.0,100.0,97.2,124.0,26.0,284.0,100.0,0.0,183.0,1.54,8.2,1830.0,150.0,650.0,2.116488,250.0,0.0,28.317,Brackish,Neutral,347.2,567.0,24.042879019908117
HP2E11,Tirupur,Kangeyam,Kanjeerapalayam,11.045833,77.604167,"11°02'45""","77°36'15""",2010-01-06,2010,1,Winter,1210.0,55.0,76.0,133.65,115.0,23.0,269.0,168.0,0.0,366.0,1.2,8.0,2080.0,300.0,740.0,1.839441,190.0,0.0,24.54353,Brackish,Neutral,347.65,803.0,39.57328466518924
HP2E11,Tirupur,Kangeyam,Kanjeerapalayam,11.045833,77.604167,"11°02'45""","77°36'15""",2010-07-19,2010,7,Monsoon,1479.0,257.0,100.0,145.8,166.0,36.0,390.0,198.0,0.0,372.1,1.6,8.1,2470.0,305.0,850.0,2.477514,250.0,0.0,28.73365,Brackish,Neutral,447.8,960.1,36.38752752326159
HP2E11,Tirupur,Kangeyam,Kanjeerapalayam,11.045833,77.604167,"11°02'45""","77°36'15""",2011-01-10,2011,1,Winter,1068.0,36.0,108.0,104.49,97.0,22.0,269.0,112.0,60.0,268.4,1.28,8.9,1810.0,320.0,700.0,1.595416,270.0,0.0,22.47883,Brackish,Alkaline,331.49,709.4,36.306430074263375
HP2E11,Tirupur,Kangeyam,Kanjeerapalayam,11.045833,77.604167,"11°02'45""","77°36'15""",2011-07-11,2011,7,Monsoon,980.0,28.0,92.0,111.78,83.0,13.0,355.0,55.0,18.0,256.2,1.62,8.3,1750.0,240.0,690.0,1.374945,230.0,0.0,20.36015,Brackish,Neutral,299.78,684.2,39.06786723307385
HP2E11,Tirupur,Kangeyam,Kanjeerapalayam,11.045833,77.604167,"11°02'45""","77°36'15""",2012-01-07,2012,1,Winter,447.0,1.0,48.0,47.385,46.0,17.0,71.0,50.0,6.109873,258.7645,1.74,8.4,840.0,265.0,315.0,1.127852,120.0,0.0,22.91879,Fresh,Neutral,158.385,385.874373,41.79797065249623
HP2E11,Tirupur,Kangeyam,Kanjeerapalayam,11.045833,77.604167,"11°02'45""","77°36'15""",2012-07-10,2012,7,Monsoon,515.0,11.0,28.0,52.0,69.0,6.0,89.0,162.0,24.0,67.0,0.67,8.7,880.0,95.0,285.0,1.781543,70.0,0.0,33.98596,Brackish,Alkaline,155.0,342.0,37.62575452716298
63525,Tirupur,Dharapuram,Kannivadi,10.811111,77.783333,"10°48'40""","77°47'00""",1987-01-01,1987,1,Winter,577.0,20.0,26.0,91.0,39.0,0.0,101.0,64.0,42.0,250.0,1.3,8.9,1070.0,225.0,440.0,0.8093867,105.0,0.0,16.18381,Brackish,Alkaline,156.0,457.0,49.10277324632953
63525,Tirupur,Dharapuram,Kannivadi,10.811111,77.783333,"10°48'40""","77°47'00""",1988-01-01,1988,1,Winter,463.0,10.0,24.0,28.0,69.0,98.0,36.0,27.0,36.0,201.0,1.3,8.7,680.0,225.0,175.0,2.268217,105.0,0.992873,33.31255,Fresh,Alkaline,219.0,300.0,15.606936416184972
63525,Tirupur,Dharapuram,Kannivadi,10.811111,77.783333,"10°48'40""","77°47'00""",1988-07-01,1988,7,Monsoon,610.0,10.0,34.0,61.0,101.0,13.0,96.0,38.0,44.0,360.0,1.3,8.4,1120.0,225.0,335.0,2.397372,105.0,0.6512128,38.39562,Brackish,Neutral,209.0,538.0,44.042838018741634
63525,Tirupur,Dharapuram,Kannivadi,10.811111,77.783333,"10°48'40""","77°47'00""",1989-01-01,1989,1,Winter,594.0,10.0,46.0,51.0,92.0,13.0,128.0,62.0,0.0,317.0,1.3,8.2,1080.0,225.0,325.0,2.2211,105.0,0.0,36.96252,Brackish,Neutral,202.0,507.0,43.01833568406206
63525,Tirupur,Dharapuram,Kannivadi,10.811111,77.783333,"10°48'40""","77°47'00""",1989-07-01,1989,7,Monsoon,515.0,26.5,120.0,132.0,78.0,12.0,48.0,0.0,0.0,250.0,1.3,8.2,2070.0,225.0,845.0,1.168872,105.0,0.0,16.50977,Brackish,Neutral,342.0,298.0,6.875000000000001
63525,Tirupur,Dharapuram,Kannivadi,10.811111,77.783333,"10°48'40""","77°47'00""",1990-01-01,1990,1,Winter,507.0,11.0,30.0,44.0,85.0,4.0,67.0,72.0,72.0,165.0,1.3,9.1,930.0,225.0,255.0,2.311302,105.0,0.0,41.46151,Brackish,Alkaline,163.0,376.0,39.51762523191095
63525,Tirupur,Dharapuram,Kannivadi,10.811111,77.783333,"10°48'40""","77°47'00""",1990-07-01,1990,7,Monsoon,471.0,26.5,30.0,57.0,69.0,6.0,71.0,25.0,24.0,378.0,1.3,8.5,950.0,225.0,310.0,1.706356,105.0,0.8083604,32.12612,Fresh,Neutral,162.0,498.0,50.90909090909091
63525,Tirupur,Dharapuram,Kannivadi,10.811111,77.783333,"10°48'40""","77°47'00""",1991-01-01,1991,1,Winter,472.0,6.0,24.0,40.0,89.0,8.0,82.0,58.0,48.0,195.0,1.3,8.8,920.0,225.0,225.0,2.583949,105.0,0.307074,45.19821,Fresh,Alkaline,161.0,383.0,40.80882352941176
63525,Tirupur,Dharapuram,Kannivadi,10.811111,77.783333,"10°48'40""","77°47'00""",1991-07-01,1991,7,Monsoon,1166.0,26.5,236.0,68.0,228.0,78.0,302.0,135.0,36.0,165.0,1.3,8.7,2750.0,225.0,870.0,3.364922,105.0,0.0,33.86457,Brackish,Alkaline,610.0,638.0,2.2435897435897436
63525,Tirupur,Dharapuram,Kannivadi,10.811111,77.783333,"10°48'40""","77°47'00""",1992-01-01,1992,1,Winter,490.0,24.0,36.0,38.0,85.0,4.0,11.0,19.0,0.0,384.0,1.3,8.1,870.0,225.0,245.0,2.356466,105.0,1.370741,42.385,Fresh,Neutral,163.0,414.0,43.500866551126514
63525,Tirupur,Dharapuram,Kannivadi,10.811111,77.783333,"10°48'40""","77°47'00""",1993-01-01,1993,1,Winter,620.0,34.0,36.0,78.0,78.0,0.0,60.0,24.0,18.0,354.0,1.3,8.4,1160.0,225.0,410.0,1.674057,105.0,0.0,29.22863,Brackish,Neutral,192.0,456.0,40.74074074074074
63525,Tirupur,Dharapuram,Kannivadi,10.811111,77.783333,"10°48'40""","77°47'00""",1993-07-01,1993,7,Monsoon,1365.0,7.0,96.0,73.0,269.0,0.0,605.0,142.0,18.0,262.0,1.3,8.5,2250.0,225.0,540.0,5.035732,105.0,0.0,52.00667,Brackish,Neutral,438.0,1027.0,40.20477815699658
63525,Tirupur,Dharapuram,Kannivadi,10.811111,77.783333,"10°48'40""","77°47'00""",1994-01-01,1994,1,Winter,957.0,53.0,52.0,90.0,133.0,12.0,284.0,53.0,30.0,134.0,1.3,8.2,1610.0,225.0,500.0,2.587085,105.0,0.0,35.94829,Brackish,Neutral,287.0,501.0,27.157360406091367
63525,Tirupur,Dharapuram,Kannivadi,10.811111,77.783333,"10°48'40""","77°47'00""",1994-07-01,1994,7,Monsoon,2374.0,56.0,192.0,205.0,292.0,74.0,1035.0,246.0,24.0,116.0,1.3,8.2,4130.0,225.0,1325.0,3.492558,105.0,0.0,30.94501,Saline,Neutral,763.0,1421.0,30.128205128205128
63525,Tirupur,Dharapuram,Kannivadi,10.811111,77.783333,"10°48'40""","77°47'00""",1995-01-01,1995,1,Winter,834.0,42.0,56.0,73.0,113.0,8.0,202.0,120.0,6.0,140.0,1.3,8.2,1420.0,225.0,440.0,2.343017,105.0,0.0,35.30666,Brackish,Neutral,250.0,468.0,30.362116991643457
63525,Tirupur,Dharapuram,Kannivadi,10.811111,77.783333,"10°48'40""","77°47'00""",1995-07-01,1995,7,Monsoon,658.0,42.0,46.0,48.0,108.0,4.0,106.0,53.0,18.0,177.0,1.3,8.4,1040.0,225.0,310.0,2.65841,105.0,0.0,42.53082,Brackish,Neutral,206.0,354.0,26.42857142857143
63525,Tirupur,Dharapuram,Kannivadi,10.811111,77.783333,"10°48'40""","77°47'00""",1996-01-01,1996,1,Winter,822.0,50.0,42.0,20.0,207.0,8.0,99.0,92.0,0.0,262.0,1.3,8.2,1150.0,225.0,185.0,6.582815,105.0,0.5527493,69.52689,Brackish,Neutral,277.0,453.0,24.10958904109589
63525,Tirupur,Dharapuram,Kannivadi,10.811111,77.783333,"10°48'40""","77°47'00""",1996-07-01,1996,7,Monsoon,580.0,25.0,54.0,60.0,67.0,4.0,103.0,67.0,0.0,226.0,1.3,8.2,1000.0,225.0,380.0,1.491872,105.0,0.0,27.3678,Brackish,Neutral,185.0,396.0,36.316695352839936
63525,Tirupur,Dharapuram,Kannivadi,10.811111,77.783333,"10°48'40""","77°47'00""",2001-07-29,2001,7,Monsoon,615.6,26.0,46.0,55.2,78.0,19.0,103.0,89.0,0.0,112.85,2.3,8.2,1060.0,185.0,345.0,1.834901,115.0,0.0,31.65915,Brackish,Neutral,198.2,304.85,21.200675877149394
63525,Tirupur,Dharapuram,Kannivadi,10.811111,77.783333,"10°48'40""","77°47'00""",2002-07-15,2002,7,Monsoon,1050.0,5.0,56.0,60.75,90.0,219.0,333.0,125.0,0.0,286.7,0.43,8.2,1710.0,235.0,390.0,1.983132,140.0,0.0,22.61609,Brackish,Neutral,425.75,744.7,27.250202913409378
63525,Tirupur,Dharapuram,Kannivadi,10.811111,77.783333,"10°48'40""","77°47'00""",2004-07-17,2004,7,Monsoon,1653.0,49.0,96.0,145.8,271.0,11.0,638.0,106.0,0.0,335.5,1.2,7.9,2770.0,275.0,840.0,4.068591,240.0,0.0,40.84828,Saline,Neutral,523.8,1079.5,34.65976423626272
63525,Tirupur,Dharapuram,Kannivadi,10.811111,77.783333,"10°48'40""","77°47'00""",2005-01-10,2005,1,Winter,381.0,6.0,40.0,23.085,51.0,34.0,60.0,6.0,2.141401,227.8086,1.3,8.0,640.0,230.0,195.0,1.589464,100.0,0.0,31.76461,Fresh,Neutral,148.085,295.950001,33.300303054263054
63525,Tirupur,Dharapuram,Kannivadi,10.811111,77.783333,"10°48'40""","77°47'00""",2005-07-20,2005,7,Monsoon,1220.0,34.0,72.0,89.91,219.0,33.0,355.0,108.0,0.0,384.3,1.3,7.3,2090.0,315.0,550.0,4.063427,180.0,0.0,44.59378,Brackish,Neutral,413.90999999999997,847.3,34.363032326099535
